[7.5174061e-11 1.2093131e-13 2.1911371e-13 4.0405399e-09 3.7953696e-15
 9.5393346e-12 3.6134931e-08 9.9973255e-01 1.6335410e-09 5.7846076e-12
 2.5794815e-04 3.1222167e-12 4.3077816e-13 5.4104146e-07 9.7480973e-12
 2.7985918e-09 1.8183287e-10 1.2127360e-06 1.6272279e-13 2.0995494e-09
 1.4333150e-07 2.7132513e-11 1.1451859e-06 4.2255756e-12 3.8090218e-13
 3.1562056e-06 4.6671337e-13 2.7523088e-06 1.9960085e-09 4.0830250e-09
 4.8974209e-07 1.0265018e-08 1.9224561e-12 2.3222521e-13 2.1158156e-12
 2.2489035e-09 2.2289361e-08 2.1050579e-10]
[6.4063736e-04 1.2433000e-12 6.0735461e-13 2.3950514e-07 2.5582145e-12
 8.8186758e-12 2.0263316e-03 7.7265622e-06 2.8744356e-08 1.8781755e-14
 1.7152462e-07 1.1906838e-08 1.0779124e-06 7.7382702e-01 2.3833798e-02
 6.9525704e-04 1.9583471e-17 9.2917520e-07 2.1361109e-12 2.2603185e-03
 1.9584285e-01 5.6193467e-11 7.0294950e-06 1.2259708e-08 6.5141864e-13
 2.8314011e-07 1.3768557e-07 2.3504703e-05 7.2354235e-04 1.5039552e-05
 9.5400467e-12 1.1725460e-06 2.5574769e-09 4.1206764e-15 1.8144274e-07
 1.7599353e-11 5.0874350e-11 9.2800095e-05]
 8.19135039e-07 1.96444518e-13 1.32931209e-12 1.04218652e-05
 9.82063909e-12 1.42824522e-12 4.75920024e-05 3.97944535e-13
 8.06641212e-12 3.31917893e-09]
[2.3135030e-06 2.5338677e-01 1.7957627e-03 3.1246864e-03 6.0679170e-04
 4.0738259e-06 3.0963987e-01 1.1174612e-03 5.2557457e-03 9.7888112e-08
 2.1518881e-03 2.4190012e-08 2.4777150e-06 1.8600035e-06 1.1896855e-09
 2.4117636e-08 3.4857431e-04 1.1103904e-03 4.4006217e-07 4.6368124e-05
 4.7429848e-02 4.6716309e-06 1.0267972e-02 1.0441302e-09 7.8721205e-04
 3.7625083e-03 3.2206095e-04 1.7223637e-04 4.8057442e-05 1.7611744e-02
 2.9670355e-01 5.0170384e-03 2.6733087e-02 9.4638085e-03 2.8192813e-03
 3.9458770e-05 2.2168440e-04 1.6574285e-07]
[4.17396222e-06 6.83543412e-03 1.38811140e-06 1.41337718e-04
 8.78496867e-05 1.07834694e-06 1.42518125e-04 7.61484944e-06
 5.36278139e-06 4.61499781e-08 7.36709160e-04 8.62877096e-06
 7.89162368e-06 1.88789163e-05 8.09481264e-07 1.29700366e-08
 4.06477920e-04 5.98251529e-04 4.77976073e-06 6.67288987e-05
 2.46865989e-06 1.42095098e-06 2.10644701e-03 6.97182656e-07
 2.76776357e-03 5.74510428e-04 1.92472507e-05 1.69784471e-05
 3.14212346e-04 2.50123860e-03 6.80101104e-03 6.06306549e-03
 9.67777133e-01 1.43072451e-03 3.76460521e-04 8.12173166e-05
 7.76530942e-05 1.16133515e-05]
[8.24706722e-03 8.57892519e-06 1.70293042e-05 7.88480247e-06
 1.27839953e-01 1.59884312e-05 2.19984926e-04 1.00052517e-08
 2.28114139e-10 7.51128221e-18 9.23526644e-10 3.74463241e-04
 1.82799287e-08 2.81879165e-05 2.57177508e-05 1.23545715e-05
 9.54614461e-06 1.13058495e-05 3.31812553e-05 1.98100507e-02
 3.54247381e-10 4.92822437e-06 1.51910004e-04 2.62014405e-03
 6.93541381e-07 1.19459867e-06 4.34308367e-06 3.42775966e-05
 6.57608791e-04 1.21470293e-04 8.92983444e-05 3.31547181e-03
 1.89043269e-01 5.57591498e-01 6.94024144e-03 6.16516881e-02
 6.83538325e-04 2.04272177e-02]
[1.09388835e-11 2.68480510e-14 4.20204710e-14 4.01406582e-11
 4.46184097e-11 2.69400019e-12 5.40320306e-12 2.55646910e-11
 1.63066353e-18 1.31249483e-20 1.10377758e-13 9.95172441e-01
 3.24906560e-11 2.15522537e-04 4.59049921e-03 1.23048945e-12
 1.31079812e-13 7.77111014e-11 1.36597031e-14 1.83794364e-05
 1.53778948e-10 4.38769229e-11 2.08781747e-09 2.98930763e-06
 6.74121148e-10 5.62718318e-12 5.29436174e-12 4.05656522e-08
 8.69806556e-08 5.57212852e-11 2.50995427e-12 3.78285320e-11
 1.20187715e-09 2.73040650e-13 4.03345668e-09 1.81252291e-09
 1.03135278e-09 5.22793009e-09]
[1.1720150e-06 4.3832968e-04 2.2733541e-08 1.1390296e-07 3.8057522e-04
 1.1781318e-09 4.5819287e-10 8.1768508e-07 5.0176915e-08 1.5558101e-17
 1.7194347e-08 8.5930238e-05 4.1570042e-12 7.9895790e-06 3.1333086e-06
 8.4427638e-12 1.0473743e-04 2.3813884e-05 3.4549703e-09 6.9958926e-03
 6.1158985e-08 1.4020161e-06 4.9454524e-08 2.0147218e-06 1.9797897e-08
 8.3190971e-10 1.1236096e-08 4.2584837e-08 1.0174548e-02 6.8220438e-04
 1.7545295e-05 3.1727795e-02 8.2414976e-04 2.9562021e-05 4.7566962e-05
 2.2254634e-01 7.2588605e-01 1.8000965e-05]
[3.3445805e-04 2.5916841e-02 1.2703951e-07 3.2089849e-06 9.6733440e-03
 1.5363229e-08 9.8628664e-07 8.9911771e-07 1.1028887e-08 4.2433993e-14
 2.8590717e-08 1.8437380e-05 1.3179924e-08 1.1048879e-06 8.6618347e-05
 6.6898425e-09 7.6276362e-03 2.1860714e-04 2.7132768e-07 6.1744568e-03
 3.4172761e-08 1.7931366e-04 9.9719691e-06 4.3143802e-05 8.0723353e-08
 4.3967472e-07 2.2198678e-07 7.8197012e-08 1.0579885e-03 3.9154839e-02
 1.5303678e-05 1.3913239e-03 6.8214320e-02 8.5071541e-02 2.0072670e-05
 5.2448332e-01 4.8316836e-02 1.8198414e-01]
[9.48699591e-11 4.40126343e-04 9.97209728e-01 7.66055928e-06
 9.25332628e-08 1.80109964e-05 1.03378952e-05 4.60174579e-06
 2.21528695e-03 6.59193024e-13 7.57367169e-10 4.31693879e-13
 1.33460005e-11 9.90668034e-11 9.29488352e-14 5.05037852e-11
 1.71327827e-07 1.53362407e-07 3.26696252e-08 1.07194892e-05
 1.73267399e-05 3.36375820e-07 1.49348607e-05 1.35587624e-10
 7.84272425e-10 4.06650402e-09 7.25258860e-06 2.98866325e-05
 1.36099676e-09 1.64745828e-07 6.61214656e-08 1.19735869e-05
 3.35084516e-09 9.00664872e-07 2.64608730e-07 2.22702586e-11
 2.70251892e-08 1.25532189e-08]
[6.44993804e-07 4.00661520e-05 6.28963264e-08 4.24379368e-06
 2.16513383e-03 4.80369788e-09 1.22088622e-07 1.23586688e-07
 2.42684453e-12 1.75985039e-15 2.05747763e-11 7.25618541e-01
 2.03015170e-05 1.39059955e-06 2.69305378e-01 6.64495195e-11
 1.27079875e-05 4.02108995e-08 3.08998133e-05 1.61916862e-04
 1.85122542e-06 3.88571381e-04 1.13006918e-05 5.02836017e-04
 2.63584820e-06 4.12414920e-08 3.11170574e-08 4.84830991e-07
 4.53105167e-04 9.61127400e-04 2.46434984e-10 3.15500711e-06
 2.50182370e-06 8.91056789e-06 2.08099345e-06 5.11790677e-05
 2.48523749e-04 1.82275684e-07]
[2.8627207e-08 3.8385420e-11 3.6665734e-10 9.3785812e-10 2.6954896e-09
 6.7991297e-09 1.8841901e-09 2.8811883e-14 1.2668793e-15 4.0498035e-18
 5.5051754e-14 2.8028290e-03 3.4251130e-07 2.0767347e-05 9.9714655e-01
 2.7278343e-10 1.4467202e-14 1.6634591e-08 3.4002441e-09 2.3024393e-05
 6.7751833e-12 3.0933395e-11 1.6329555e-09 6.1708001e-06 2.4607820e-09
 3.4852411e-14 1.0528453e-11 8.3411639e-10 1.2459998e-07 1.7274107e-10
 3.5084279e-16 1.2069716e-10 5.0825633e-08 1.0504876e-09 5.9795209e-09
 1.9079178e-12 3.8030173e-10 3.9489990e-08]
[9.2250397e-05 8.5700462e-03 9.2928321e-06 8.0100126e-06 4.5502561e-04
 1.1255501e-06 9.5728709e-04 7.7189934e-06 8.0830269e-08 4.2627840e-10
 2.9373882e-07 1.9966012e-06 3.5570529e-06 1.3793580e-06 2.5189691e-03
 3.4029776e-07 1.1041938e-06 4.2428223e-06 2.5275729e-06 1.7021910e-03
 7.6921533e-05 1.6087758e-04 5.0093484e-04 9.5324617e-07 1.3355369e-06
 3.0753020e-07 1.1324787e-06 8.9024331e-07 1.3115796e-01 8.4345978e-01
 6.6379721e-07 1.0193927e-03 4.5194916e-04 1.7253713e-03 9.6639105e-06
 6.0170825e-04 4.8248181e-03 1.6677575e-03]
[6.94511086e-03 4.35541825e-09 8.63683643e-04 6.92960530e-05
 9.60308535e-05 5.40201669e-04 1.02948537e-02 5.71863321e-11
 7.17021104e-12 3.78145111e-15 2.39652881e-10 3.40455608e-10
 8.53588426e-05 4.99390035e-06 1.25844326e-06 1.62428129e-04
 1.17449832e-13 1.21635078e-02 2.75717844e-06 9.75214061e-06
 7.12639836e-10 2.85755345e-06 1.06753009e-06 9.72796170e-06
 5.30052835e-10 4.09613783e-08 9.65707898e-01 1.43705247e-05
 1.13516660e-06 4.28821458e-08 1.12641580e-11 3.93111486e-06
 1.21566416e-04 4.74972506e-09 2.85860989e-03 1.30703660e-11
 3.86909810e-10 3.95237876e-05]
[2.1935978e-03 4.3781198e-05 4.8455405e-03 7.8792737e-06 6.7921877e-01
 1.9347462e-01 1.2022247e-02 1.0860592e-08 1.5006982e-10 4.5683777e-14
 5.2720571e-11 3.1883043e-05 8.4762374e-05 3.9517832e-07 6.4894688e-05
 5.2871838e-02 3.8960325e-06 1.7210114e-05 9.8500703e-04 5.0540565e-04
 1.7290903e-09 7.7003008e-03 5.7623434e-05 5.1111919e-03 8.7137963e-04
 3.8384620e-08 1.1114838e-03 3.8965046e-04 3.4122364e-04 1.8072985e-04
 1.7701740e-07 1.6943595e-04 2.4486878e-03 1.2036937e-02 2.1516470e-02
 1.0888901e-03 1.5310554e-05 5.8871805e-04]
[8.1587976e-05 9.1122885e-05 3.5489938e-05 1.6889329e-07 2.1772377e-02
 5.0573971e-07 1.4088558e-05 1.9484966e-04 6.2609054e-08 2.6647505e-13
 1.3096960e-05 2.5495142e-03 1.8495575e-10 2.2010287e-04 1.6728709e-03
 2.0370917e-06 7.9038963e-03 4.8733072e-04 3.2517025e-09 5.2910578e-02
 7.5793923e-07 3.1104507e-06 1.7527415e-04 1.5542090e-04 4.0512983e-08
 3.7853930e-05 5.0602097e-07 2.1661600e-04 1.0977513e-01 5.7485181e-01
 1.0059725e-06 2.8672831e-02 2.4735082e-02 3.7986143e-03 8.2963351e-03
 1.2135895e-02 9.2427712e-04 1.4826973e-01]
[4.5327236e-12 6.4287298e-10 3.1166069e-15 4.4072912e-08 3.7636751e-17
 4.1454007e-13 1.1418476e-08 2.2876636e-06 4.5567460e-11 9.9487042e-01
 5.1111369e-03 3.8232523e-16 6.7854983e-13 1.8579124e-10 1.6986450e-14
 2.7399659e-15 1.3721130e-12 1.2899427e-08 1.3177390e-13 1.1897024e-12
 8.7004155e-09 3.8549293e-16 2.0961481e-09 3.7226288e-14 2.0077802e-09
 1.5749167e-05 8.5943690e-15 6.0425184e-13 2.7741103e-07 3.2900537e-08
 2.3210331e-10 5.7473361e-08 1.3915830e-11 1.0980948e-17 3.9561767e-11
 2.2244927e-16 2.9833178e-15 1.7041685e-10]
[3.4854552e-04 2.2777334e-01 3.9633934e-04 1.4387847e-01 1.6532537e-01
 5.1603267e-05 1.4160920e-04 5.2471914e-05 2.8306354e-06 3.9501444e-08
 3.3164011e-05 1.5898987e-06 3.8984261e-05 4.3453538e-06 3.8507137e-06
 3.3464786e-07 4.3098815e-03 4.7826115e-04 3.1024992e-04 3.5474609e-04
 8.3194145e-06 9.7337717e-05 5.0988086e-03 6.6884209e-06 2.3390856e-05
 1.6237340e-04 2.6199481e-04 2.9410394e-05 3.4012468e-04 6.5683508e-03
 1.2231104e-03 4.0139426e-03 8.3160572e-02 2.6353607e-01 2.7643295e-03
 8.1909008e-02 6.7189038e-03 5.7125627e-04]
[4.58256528e-03 2.59828026e-09 8.37850210e-04 1.81400793e-07
 2.84960765e-06 6.10875905e-01 3.30600329e-02 1.57482944e-07
 4.21337489e-08 1.35775341e-11 1.37950915e-10 1.31544515e-11
 1.09675410e-03 1.60308701e-07 3.41176936e-08 1.51201814e-01
 3.97837111e-14 1.19726522e-07 9.49579828e-07 5.44147906e-06
 8.56334736e-07 5.06035576e-05 3.63435865e-05 3.06929287e-05
 3.88525168e-09 5.85309863e-07 1.92597345e-01 8.42869922e-04
 7.22658588e-04 2.16505285e-08 7.07981729e-11 9.07708818e-06
 2.33348221e-08 1.08809056e-11 3.96709424e-03 1.24822389e-10
 1.46647166e-08 7.69655016e-05]
[4.21548272e-08 7.39222218e-04 1.98747694e-05 1.49272728e-06
 2.77521224e-07 3.27104906e-04 2.21318951e-05 1.73311707e-06
 1.33616300e-08 1.96135119e-07 2.03176000e-07 6.46327544e-06
 6.43086096e-04 4.32698890e-08 4.65866407e-07 1.32234979e-09
 4.48265564e-05 4.80976553e-07 2.73635906e-05 1.20284058e-05
 3.64105217e-05 2.27836682e-03 8.84590205e-03 6.42134037e-05
 9.86492455e-01 2.40727259e-05 1.09366079e-06 9.41031703e-06
 9.00033629e-05 6.03563421e-05 1.10575975e-05 9.55463911e-05
 1.34829039e-04 2.70712690e-07 4.31137369e-06 1.11740569e-07
 4.48406445e-06 1.87523086e-09]
[5.82823390e-09 1.04663174e-10 2.96694360e-15 9.37873423e-09
 1.78218842e-17 3.90711456e-11 4.91719538e-06 2.20014434e-02
 1.63726437e-08 6.44352078e-01 2.42941692e-01 9.24229294e-14
 5.52171373e-13 3.73474123e-08 1.27210867e-10 4.11666063e-13
 1.18407133e-08 3.39758865e-09 2.48391802e-13 1.85566076e-11
 4.77090907e-07 2.43981530e-15 3.98460348e-10 5.72908474e-12
 1.24758245e-10 9.06948373e-02 1.25513752e-16 2.07649911e-10
 7.09775463e-07 1.00456905e-08 1.99215062e-08 3.69999566e-06
 4.97190505e-13 2.31329410e-16 1.05120725e-10 1.07482328e-13
 9.17439275e-14 5.99364669e-10]
[1.41361713e-18 3.26363861e-14 2.38379390e-17 5.61284722e-14
 4.34415548e-20 1.65567849e-16 2.98346315e-14 3.64070129e-13
 1.00000000e+00 1.03340117e-16 7.78648701e-10 1.84116669e-26
 1.72366512e-22 2.26337973e-17 2.24434101e-20 1.79838694e-17
 3.39571739e-15 9.23371686e-16 4.66104992e-17 1.08837783e-11
 8.18152390e-09 8.31907536e-19 3.79588849e-17 4.34489905e-21
 5.96257779e-16 3.22866462e-13 7.11280563e-19 8.02667797e-16
 2.58134180e-18 3.04962273e-13 2.39433953e-16 4.47973072e-08
 9.25710534e-15 2.21293553e-21 7.48457000e-16 2.25348495e-21
 2.47669290e-17 1.04102905e-17]
[2.39954134e-13 1.70103917e-10 6.83550113e-13 7.70386954e-09
 1.93785890e-10 4.70559225e-12 4.29858500e-03 8.76462138e-07
 2.49297295e-06 1.70035444e-14 1.63006622e-08 2.12983491e-15
 2.15821961e-11 3.08161532e-08 2.75130802e-13 4.50539237e-13
 3.35759610e-12 1.63395298e-13 7.15408913e-11 5.97910486e-08
 9.95696902e-01 1.73633441e-09 6.61455601e-08 4.93090278e-15
 8.49153137e-10 1.82133111e-11 2.88690183e-09 4.26553104e-09
 3.13157174e-11 1.80042061e-08 1.17572849e-08 9.00786063e-07
 1.15969595e-10 2.24480502e-15 2.45037490e-10 8.21967972e-15
 3.06350154e-11 4.43911455e-13]
[8.08622979e-04 2.39642724e-01 5.05162869e-03 3.22941378e-05
 2.48698369e-02 1.16660667e-04 5.15286531e-03 3.92225411e-06
 3.25561267e-08 3.00982386e-08 1.12469706e-07 1.54154725e-06
 2.35058906e-05 4.83768690e-06 2.87807605e-04 3.80965071e-06
 1.48263662e-05 5.73218048e-01 7.22233905e-04 1.02177802e-02
 2.21089635e-07 2.63294060e-04 1.39839284e-03 2.27569276e-03
 2.72155085e-05 9.54630082e-08 5.12673927e-04 2.90983479e-07
 1.55535918e-02 1.98096726e-02 1.41859218e-07 6.44481089e-03
 4.23307680e-02 2.29597483e-02 9.29746093e-05 2.39541696e-05
 3.28732822e-05 2.81005800e-02]
[4.6580669e-04 1.8967774e-04 3.1916734e-05 2.2053200e-05 5.9435108e-05
 4.7501311e-05 6.8839690e-05 1.2926906e-06 2.1102018e-08 4.1745696e-09
 2.6498371e-08 5.1529473e-06 1.2240384e-04 1.8483414e-06 7.9067635e-05
 1.0420548e-04 1.0823590e-08 1.0873604e-04 2.5691374e-05 1.6948741e-04
 1.4525844e-07 1.3574569e-04 5.8763486e-04 1.6116696e-04 4.3679433e-06
 7.5624064e-07 8.5669933e-05 1.6020581e-06 9.9484789e-01 1.0801324e-03
 2.6036912e-07 1.3236135e-04 7.2870673e-05 2.2045388e-04 3.8186325e-05
 1.9427092e-05 1.5957319e-04 9.4866642e-04]
[1.32866771e-05 9.77535732e-03 2.90701024e-07 5.34455921e-06
 4.26988981e-06 2.03560901e-09 3.80843949e-06 2.65707945e-06
 3.37484291e-10 1.09512815e-11 2.77269692e-06 1.36710162e-06
 1.24239650e-08 1.28910665e-06 1.54517711e-05 1.99702033e-10
 3.33866192e-04 2.93679559e-03 1.77895615e-07 4.99951537e-04
 1.17544140e-07 1.52120247e-05 3.04514106e-05 3.04599325e-06
 2.09813948e-06 9.23872813e-06 1.13764827e-07 1.98461223e-07
 1.38772884e-04 9.74935949e-01 3.01670275e-06 3.01974965e-03
 7.68847391e-03 9.29202361e-05 9.14576006e-08 1.65408754e-04
 6.43357344e-05 2.34082036e-04]
[4.3001087e-09 4.2930093e-10 3.2388156e-10 1.7808970e-05 3.0412628e-10
 6.2760222e-08 1.1899334e-10 2.5562077e-10 3.8832737e-10 1.0286801e-11
 3.7921007e-11 3.8691788e-08 2.8610307e-07 5.3657192e-08 2.1951239e-06
 5.4630002e-11 5.2261015e-11 1.1232649e-11 9.9790972e-01 2.5915089e-05
 5.3803933e-07 3.7668429e-10 3.7231273e-04 5.9058057e-04 1.0134296e-03
 6.5612857e-09 2.1887383e-11 3.8058554e-10 7.9597470e-07 5.7187340e-06
 1.5810376e-09 6.2024282e-07 2.0051262e-08 1.0648267e-09 5.9352198e-05
 1.1028399e-08 4.7156072e-07 2.2766149e-10]
[6.4000319e-11 5.4629171e-01 5.6719869e-05 6.7749590e-04 1.6353409e-06
 1.1215993e-09 1.6723683e-06 2.8083619e-07 3.0545276e-03 1.8619050e-18
 3.7068620e-10 7.9618508e-12 4.9253761e-12 3.1109351e-10 2.4749278e-10
 1.4636957e-12 2.5463742e-04 2.0999042e-07 4.2558205e-03 8.0429157e-03
 3.6410555e-01 9.8351773e-04 4.9133323e-02 8.3778895e-07 9.8772489e-08
 1.1980389e-07 2.7474099e-08 1.2485233e-06 5.7016325e-10 3.9114340e-05
 7.2640103e-07 1.2553215e-04 2.2937005e-02 3.4341956e-05 6.8048486e-08
 1.1417515e-07 7.1912916e-07 7.8424677e-08]
[5.2197049e-13 9.3218856e-16 1.3908626e-12 1.1337727e-10 1.9817642e-15
 2.6525006e-15 2.2732133e-06 5.4345580e-08 1.9893605e-12 1.4298357e-16
 2.3971385e-12 1.9626638e-10 2.7298227e-12 9.9064528e-07 2.1296104e-10
 1.6159988e-14 7.5269015e-14 1.5946939e-14 3.2704245e-12 1.1645596e-05
 9.9998176e-01 4.0244470e-09 3.2130934e-06 1.3540682e-10 1.4489818e-09
 7.0266718e-12 5.5726951e-12 4.1081508e-10 2.9512438e-11 1.0545041e-08
 5.5755506e-10 6.7988754e-10 6.6655794e-14 8.6161647e-18 3.2838274e-11
 2.0467491e-14 1.3141481e-11 7.6830648e-13]
[2.60253946e-05 2.18600224e-04 1.53559865e-02 1.48737483e-04
 2.62101210e-04 4.35435359e-05 8.83105088e-07 6.61617424e-03
 1.37330680e-05 3.58882698e-16 2.24060068e-06 1.36002258e-04
 2.19587667e-10 1.68865438e-06 1.16471199e-06 1.18554615e-08
 2.25259369e-04 6.59205094e-02 2.15921420e-04 5.57460065e-04
 2.09292157e-08 5.58081865e-07 1.20326946e-03 1.87924270e-05
 4.05855053e-06 2.30591773e-04 3.67531339e-09 9.32967378e-05
 4.90221046e-02 2.86312250e-04 2.12134123e-02 1.77324414e-01
 1.42889738e-03 3.69971305e-01 2.05155578e-03 2.01301143e-01
 8.61030594e-02 1.17449645e-06]
[4.7065202e-10 4.0403019e-13 2.3178177e-14 3.2034161e-17 7.1052424e-18
 4.6897690e-15 1.9239620e-11 2.1627471e-04 1.5314521e-07 1.4711785e-20
 1.1900988e-03 3.4010790e-18 2.4932158e-24 5.5801169e-11 6.7884164e-16
 8.5316763e-14 8.2448252e-13 7.2895254e-08 8.9107676e-21 7.4724074e-11
 8.2703436e-12 4.3921590e-21 3.7278056e-13 2.4936218e-19 4.4461052e-20
 2.6319430e-14 5.0518713e-22 1.0547751e-11 3.0075718e-08 4.4894703e-13
 1.1347320e-14 9.9859327e-01 9.0493486e-17 3.2607215e-17 1.0674379e-12
 4.9002455e-14 6.9660911e-13 7.0616561e-11]
[2.92670792e-12 1.95089021e-13 1.73846254e-18 1.69312370e-10
 1.00258854e-20 5.19457036e-13 8.57473452e-08 1.73471658e-03
 2.26467467e-09 7.43347704e-01 2.50296861e-01 7.51168835e-18
 1.86509392e-15 2.95571012e-09 1.02625238e-13 4.71366822e-14
 2.20789047e-11 1.92522109e-10 8.41225520e-15 3.79106794e-13
 2.45142289e-08 8.13627821e-17 4.57204170e-11 6.80646810e-14
 4.72249236e-12 4.62052273e-03 2.33990163e-18 2.58624337e-11
 7.63106289e-09 7.26324278e-10 7.44029449e-10 1.01343488e-07
 5.72061954e-15 8.17562311e-20 2.56306180e-13 1.56961942e-16
 4.60881215e-16 7.45579987e-12]
[1.0740081e-05 9.1441786e-01 1.8656258e-02 5.3004295e-02 5.0951249e-04
 1.0653103e-04 4.4685689e-04 1.6523523e-05 4.3624244e-05 7.2103525e-11
 6.6151752e-06 1.7632325e-07 1.2409795e-07 1.6635903e-08 5.0609128e-10
 1.1569893e-11 1.0074710e-03 1.3046106e-04 1.6791721e-05 3.9340355e-07
 6.1956182e-04 1.6577692e-07 6.2368042e-07 6.3934120e-09 1.2921757e-07
 9.4711715e-05 7.5333375e-09 5.2570573e-05 1.1871221e-06 5.3296637e-05
 2.5034949e-04 6.6429195e-05 2.8662225e-06 3.7386424e-05 1.8417508e-03
 8.1215094e-06 8.5964911e-03 1.2333148e-08]
[2.2919061e-18 1.8906507e-14 1.8383507e-12 2.5944177e-13 2.1496266e-16
 1.2774933e-18 9.1315268e-14 9.4716552e-12 3.8883974e-12 1.8583374e-26
 6.0956210e-12 1.8329754e-13 1.4249434e-21 2.4941153e-08 1.1024504e-12
 2.7269466e-16 3.0306670e-20 2.8945403e-14 5.7017392e-20 3.2248269e-07
 9.9999774e-01 6.7332523e-19 2.9281648e-09 2.7083144e-18 6.6417243e-18
 1.4239403e-18 2.1561617e-18 1.8736281e-06 1.7097884e-10 5.3676064e-10
 4.5699694e-14 8.0635774e-09 1.5693966e-18 2.4261225e-20 8.6842512e-13
 3.8754325e-16 9.8782778e-15 1.0818359e-17]
[2.25776930e-05 3.88317734e-01 4.55943198e-04 1.10799745e-04
 1.99056566e-02 3.72039312e-06 7.81861559e-07 2.27400305e-04
 1.62314828e-09 5.26396982e-12 5.24313373e-06 1.13876653e-03
 5.78977779e-06 2.67814266e-06 4.65017438e-05 6.62794832e-08
 3.43078631e-04 4.85274242e-04 1.91385183e-07 8.63299426e-03
 6.17137048e-05 2.06167697e-05 2.28226677e-01 1.49624166e-05
 8.06494700e-06 1.81948071e-05 1.20164214e-06 1.27925922e-03
 2.94822967e-03 4.04009735e-03 9.66422249e-06 1.56174630e-01
 1.76327098e-02 9.77137405e-03 4.73391156e-05 1.59479082e-01
 5.35353320e-04 2.56923122e-05]
[2.84824142e-09 6.71292605e-11 6.96346019e-12 1.36906735e-08
 2.83084667e-08 1.55771215e-10 5.15316536e-08 3.05001069e-09
 2.22840694e-13 4.66176917e-16 4.58833388e-11 9.93707590e-03
 7.36660695e-07 1.90441169e-05 9.89350379e-01 1.23702507e-10
 2.02745198e-09 1.61690672e-09 1.21820875e-07 3.40615661e-04
 2.30314953e-07 4.47163529e-06 9.78997718e-07 1.43217025e-04
 1.03632847e-05 4.36142056e-09 5.79360726e-11 2.72389453e-08
 1.70108178e-04 1.43489979e-05 2.80289906e-11 6.10127586e-07
 1.25260033e-06 2.31212507e-10 5.13563094e-08 1.99820693e-08
 6.22099287e-06 1.35320433e-09]
[6.5941318e-14 4.1299259e-11 1.0458963e-09 3.9754422e-10 7.0310884e-14
 5.3604264e-15 2.1748710e-10 3.7798120e-06 6.9488335e-09 4.3974332e-18
 2.2306006e-09 1.7219891e-16 5.9024359e-14 5.6242514e-11 1.9378598e-14
 1.5239874e-15 9.1463057e-13 1.3947603e-11 2.2065795e-15 1.4152136e-09
 9.9994349e-01 4.4396079e-13 4.0969118e-07 8.6145898e-17 2.9214495e-14
 8.7525924e-12 1.9598833e-11 1.4826313e-08 5.7338210e-12 2.3320517e-09
 3.7454211e-12 5.2217674e-05 9.1559662e-15 7.5200799e-19 8.5787333e-09
 1.1542122e-15 6.0161110e-13 7.2793893e-15]
[5.89975039e-04 5.79011994e-09 2.35838243e-07 4.21167715e-06
 1.88246361e-06 6.31215653e-06 5.11456637e-05 6.04327681e-07
 2.54155225e-10 7.40981929e-12 1.16797395e-07 1.12507213e-02
 9.68052791e-06 3.85788195e-02 9.39324141e-01 1.14247823e-05
 4.47411969e-10 5.06738957e-04 1.71642753e-07 2.20263493e-03
 1.16499272e-07 9.66383709e-07 1.47974342e-05 1.93823653e-03
 2.68941989e-07 6.02973159e-07 1.95117514e-06 1.47411774e-05
 4.51785699e-03 5.19634023e-06 1.85357720e-08 1.39944586e-06
 1.76333007e-04 4.30025551e-07 2.44934170e-04 3.01502496e-07
 3.51461131e-06 5.39562490e-04]
[6.4660073e-04 2.6170006e-01 3.2635930e-04 1.6260992e-03 3.2968824e-03
 9.8983844e-07 8.0072653e-04 2.3014982e-06 5.7344268e-10 2.2917224e-12
 1.2152199e-09 1.1101122e-02 9.2660244e-05 3.0795378e-05 1.7995630e-04
 9.3104063e-08 3.0361394e-07 5.4266508e-05 5.8735317e-05 5.3185243e-03
 1.3630776e-04 4.4909623e-03 1.8982166e-02 2.9326056e-04 5.9976246e-05
 1.5335099e-06 4.8035229e-04 1.8003146e-04 5.8191907e-02 1.1155481e-01
 2.0050461e-04 8.7051797e-07 2.0729520e-04 5.0163150e-01 1.7937963e-04
 4.3838718e-03 1.3102035e-02 6.8673294e-04]
[7.1895324e-21 5.9479681e-16 5.9259092e-16 1.3186837e-11 3.2313583e-19
 3.1426079e-16 2.1693179e-13 3.2156476e-07 9.9999964e-01 2.0350640e-11
 1.1934870e-08 7.5212586e-24 1.8680616e-21 2.9915451e-16 2.7483352e-19
 6.0386858e-16 9.1285800e-15 1.5093362e-12 1.3151218e-15 3.7488318e-13
 1.9837146e-10 6.0867119e-19 4.9571979e-16 3.6301196e-20 9.1098685e-14
 1.5738547e-10 6.4468778e-18 1.7973089e-14 2.9473345e-16 1.3321827e-12
 5.8334921e-12 1.3891363e-10 8.7809034e-17 2.9292856e-18 9.1225184e-16
 2.6165229e-20 4.3423568e-16 1.2281901e-18]
[1.5206539e-18 2.0704258e-16 4.3442092e-15 4.8427286e-12 9.5802272e-18
 1.0093542e-21 7.9614944e-13 1.2085379e-06 9.9999452e-01 1.5979157e-20
 1.9618787e-08 9.0627501e-22 2.2145912e-25 4.2487003e-12 1.2322585e-16
